set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
Oxidative phosphorylation,0.12307342425363907,43/62,PPA1;NDUFB5;NDUFS8;ATP6V1B2;ATP6V1E1;ATP6V0D1;NDUFB8;CYC1;COX5B;NDUFA7;TCIRG1;UQCRQ;ATP6V0E2;UQCRC2;NDUFS6;NDUFA13;NDUFB3;COX8A;COX7C;NDUFB11;NDUFA4L2;NDUFS3;COX6B1;UQCRC1;NDUFA8;COX17;ATP6V1G3;ATP6V1D;NDUFC1;ATP6V0A2;ATP6V1B1;COX6C;NDUFA3;NDUFB1;ATP6V1G2;COX7A2;NDUFB10;NDUFAB1;COX7A1;COX7B2;SDHB;COX7B;NDUFA11,0.6489463331457421,21/62,PPA1;NDUFS8;ATP6V1B2;NDUFB8;CYC1;COX5B;NDUFA7;COX4I2;COX10;NDUFA13;NDUFV2;NDUFB2;COX8A;NDUFS3;NDUFA8;ATP6V0E1;COX17;NDUFC1;NDUFB10;NDUFAB1;COX7A1,62
Dilated cardiomyopathy,0.13720964475880557,33/47,MYBPC3;CACNA2D4;ATP2A1;ITGA4;MYL2;ITGA7;CACNG1;CACNG5;ADCY4;CACNB4;SGCB;ITGA11;ITGA8;ITGB5;DES;RYR2;CACNG8;TTN;CACNA1F;ADRB1;LAMA2;ITGB6;SGCG;SGCA;EMD;ITGB7;CACNG4;TNNI3;AGT;CACNG6;CACNG2;ITGA6;CACNG3,0.39368703847425623,18/47,MYBPC3;TGFB1;ADCY4;AGT;CACNG3;CACNG7;SGCA;CACNA2D4;ITGA4;ITGA7;TNNI3;ITGB6;CACNG1;DES;ITGA10;RYR2;SGCG;CACNG4,47
Phagosome,0.14345836977296514,42/61,HLA-DRB1;TUBA3C;DYNC1H1;TUBB2A;COLEC12;ATP6V1B2;TAP1;ATP6V0D1;ATP6V1E1;MSR1;TCIRG1;PIK3C3;NCF4;ATP6V0E2;TAP2;ITGAM;LAMP2;STX7;TUBB8;HLA-DOB;C1R;TUBA1A;ITGB5;TUBA8;MARCO;ATP6V1G3;ATP6V1D;ATP6V1B1;ATP6V0A2;SEC61A1;RAB5B;HLA-DMB;HLA-DRB4;ATP6V1G2;CYBA;STX12;TFRC;TUBAL3;HLA-DRB3;TLR2;FCGR2A;CALR,0.9944913096478898,13/61,TUBA3C;DYNC1H1;TAP2;STX12;COLEC12;ATP6V1B2;HLA-DMB;TUBB8;ATP6V0E1;THBS3;FCGR2B;SEC61A1;RAB5B,61
Pathways of neurodegeneration,0.1460147631944768,128/196,NDUFB5;NDUFS8;NDUFB8;ATP2A1;COX5B;PSMA4;UQCRQ;HTRA2;PSMB3;ITPR3;UQCRC2;NDUFS6;PSMC3;NDUFA13;DDIT3;PSMA5;NDUFB3;PSMD14;DNAL1;BRAF;NDUFS3;ATF6;UQCRC1;TANK;CAPN1;NDUFB1;PSMD2;DNAH9;CAMK2D;NDUFA11;TUBA3C;PSMD8;SQSTM1;ULK2;NDUFA7;FZD8;PSMD4;FZD3;PSMD11;SNCAIP;TNFRSF1A;BAD;ATXN2;TUBA1A;MAP3K5;GABARAP;COX6B1;PPP3CC;RB1CC1;DNAL4;TRAP1;NDUFC1;MAPK11;COX6C;NDUFA3;COX7A2;PSMD7;NDUFB10;PSMA2;PSMD6;RYR3;TUBAL3;WNT5B;TUBB2A;SLC25A31;DKK1;DCTN2;TRAF2;CYC1;TNFRSF1B;MAP2K2;GPX2;TUBB8;KIF5B;COX8A;GPX6;DNALI1;TUBA8;SLC6A3;PIK3R4;NDUFA4L2;ARAF;CALML6;GRIA1;DNAH2;CACNA1F;RAF1;FZD9;NDUFA8;LRP5;PSMB4;PRKCG;FIG4;UBA7;NDUFAB1;MAP2K1;DCTN5;COX7B2;SPTBN2;CAPN2;COX7B;CALML4;FRAT2;FRAT1;C9ORF72;FZD10;PIK3C3;SNCA;WNT5A;WDR41;GPX5;COX7C;PPIF;NDUFB11;FUS;RYR2;GPX3;UBA52;KIF5A;ACTR1B;FZD2;PSMC5;DAXX;PRPH;MAP2K6;COX7A1;SDHB;CDK5R1,0.772819293395391,65/196,MAPK12;TUBA3C;NDUFS8;CALML4;NDUFB8;DCTN2;TRAF2;COX5B;PSMA4;NDUFA7;CYC1;FZD8;TNFRSF1B;HTRA2;SNCA;ITPR3;PSMC2;COX4I2;PSMC3;GPX2;NDUFA13;TUBB8;NDUFV2;UBE2J1;NDUFB2;COX8A;DNALI1;BAK1;MAP3K5;RYR2;WNT8B;SLC6A3;GABARAP;WNT10B;WNT8A;NDUFS3;NOX1;ATF6;CALML6;CDK5;RB1CC1;NDUFA8;DNAL4;FZD9;TRAP1;PSMB4;NDUFC1;TANK;PSMD2;ACTR1B;WNT9B;PSMD7;NDUFB10;PSMC5;UBE2L6;DAXX;WIPI1;DNAH9;UBA7;MAP2K6;NDUFAB1;COX7A1;C9ORF72;DNAI1;CDK5R1,196
Pyrimidine metabolism,0.15213219441983006,21/29,ENTPD4;DHODH;NT5M;ENPP3;NME7;UCK2;TK1;UCKL1;UPB1;CAD;NT5C1A;ENTPD1;RRM1;UMPS;RRM2B;NME3;CMPK2;ENPP1;TYMS;CTPS2;UPP2,0.7520466488202127,9/29,NME3;UPP2;UPB1;CAD;NME6;ENPP3;ENPP1;UCK2;TK1,29
Other types of O-glycan biosynthesis,0.15216287602767004,13/17,GALNT9;B4GALT1;C1GALT1;GALNT7;B4GALT3;GALNT8;ST6GAL2;GALNT12;POFUT1;GALNTL5;LFNG;GALNT14;GALNT2,0.04168476111538075,10/17,GALNT9;B4GALT1;C1GALT1;B4GALT3;GALNT1;ST6GAL2;POMT2;PLOD3;LFNG;GALNT2,17
Diabetic cardiomyopathy,0.15311167262169464,56/83,NDUFB5;NDUFS8;INS;IRS1;SLC25A31;ATP2A1;NDUFB8;G6PD;CYC1;COX5B;NDUFA7;UQCRQ;GSR;NCF4;MMP9;UQCRC2;NDUFS6;NDUFA13;NDUFB3;COX8A;COX7C;PDHA1;PPIF;NDUFB11;RYR2;AKT3;PARP1;NDUFA4L2;NDUFS3;GYS1;COX6B1;UQCRC1;NDUFA8;PDK2;NDUFC1;PDK3;MAPK11;COX6C;NDUFA3;TNNI3;NDUFB1;AGT;CYBA;COX7A2;PRKCG;NDUFB10;CPT2;TBC1D4;GAPDH;CAMK2D;NDUFAB1;COX7A1;COX7B2;SDHB;COX7B;NDUFA11,0.3981148415253015,31/83,MAPK12;NDUFS8;INS;NDUFB8;CYC1;COX5B;NDUFA7;GSR;TGFB1;COX4I2;MMP9;NDUFA13;GYS2;NDUFV2;NDUFB2;COX8A;PDHA1;RYR2;AKT3;PARP1;NDUFS3;NDUFA8;PDHA2;PDK2;NDUFC1;PDK3;TNNI3;AGT;NDUFB10;NDUFAB1;COX7A1,83
Non-small cell lung cancer,0.15359434112774717,19/26,PLCG2;GADD45G;MAP2K2;E2F3;KIF5B;BAD;AKT3;BRAF;ARAF;ALK;RAF1;RXRB;KIF5A;PRKCG;GADD45A;E2F1;MAP2K1;RASSF5;DDB2,0.7559176541056895,8/26,EGF;E2F3;GADD45A;ALK;RASSF5;BAK1;PLCG2;AKT3,26
p53 signaling pathway,0.1543519918967215,17/23,CCNG1;RRM2B;RPRM;COP1;CCNB2;GADD45A;ATR;TP53I3;CCNE2;PPM1D;EI24;CHEK1;PERP;CCNE1;DDB2;SESN3;GADD45G,0.6041911516606486,8/23,CCNG1;RPRM;GADD45A;ATR;PPM1D;CHEK1;PERP;CCNE1,23
Synaptic vesicle cycle,0.15848044834022004,34/49,RIMS1;SLC6A13;ATP6V1B2;ATP6V1E1;ATP6V0D1;DNM3;SLC6A12;TCIRG1;CPLX3;SLC18A1;SLC6A2;ATP6V0E2;SLC18A3;SLC17A7;CPLX4;STX2;CLTCL1;STX3;SLC18A2;SLC6A11;SYT1;SLC6A3;SLC1A7;CLTA;ATP6V1G3;ATP6V1D;ATP6V1B1;ATP6V0A2;NAPA;RAB3A;ATP6V1G2;AP2S1;SLC1A6;SLC6A7,0.8779687631318901,14/49,SLC18A3;SLC1A7;SLC6A13;ATP6V1B2;DNM3;CPLX4;STX2;SLC1A6;CLTA;CLTCL1;ATP6V0E1;SLC6A7;SLC18A2;SLC6A3,49
Apoptosis,0.17569480770120274,37/54,NGFR;TUBA3C;BIRC2;TRAF2;LMNB2;HTRA2;GADD45G;BOK;ITPR3;MAP2K2;CTSO;DDIT3;TNFRSF1A;TUBA1A;BAD;TUBA8;LMNB1;MAP3K5;AKT3;CTSK;PTPN13;PARP1;NFKBIA;CTSF;RIPK1;RAF1;FOS;ENDOG;CAPN1;CTSZ;GADD45A;MAP3K14;DAXX;PARP2;TUBAL3;MAP2K1;CAPN2,0.45407718130833846,20/54,NGFR;TUBA3C;BIRC2;TRAF2;LMNB2;HTRA2;CSF2RB;BOK;ITPR3;BAK1;MAP3K5;AKT3;PARP1;RIPK1;FOS;ENDOG;NGF;GADD45A;DAXX;PARP2,54
Oocyte meiosis,0.18572785884769885,33/48,ANAPC10;CPEB1;CALML4;ANAPC2;INS;SMC3;CCNE2;REC8;BUB1;YWHAH;ADCY4;CDC23;ITPR3;PTTG2;CCNB2;PPP2R5B;PPP2R5E;PTTG1;PPP3CC;CALML6;CDC26;CCNE1;CDC16;MAPK11;RPS6KA2;RPS6KA6;ANAPC11;CDC20;FBXO43;RBX1;CAMK2D;FBXO5;MAP2K1,0.050547669077392166,23/48,ANAPC10;CPEB1;MAPK12;CALML4;INS;PGR;SMC1B;REC8;YWHAH;ADCY4;CDC23;ITPR3;PTTG2;PTTG1;CALML6;CCNE1;ANAPC4;ANAPC13;STAG3;ANAPC11;CDC20;RBX1;FBXO5,48
Lysine degradation,0.19578111980021493,14/19,PIPOX;ALDH7A1;AADAT;SMYD1;SMYD2;DOT1L;SUV39H1;SETD1A;PRDM7;PLOD2;EZH1;EHHADH;ALDH9A1;BBOX1,0.5354382190110907,7/19,ALDH7A1;SUV39H1;SETD1A;PRDM7;EZH1;PLOD3;EHHADH,19
Viral myocarditis,0.19702739562991528,12/16,HLA-DRB1;HLA-DRB4;EIF4G1;CD40LG;HLA-DOB;SGCB;HLA-DRB3;LAMA2;ICAM1;SGCA;HLA-DMB;SGCG,0.7237182372730193,5/16,ICAM1;CD40LG;SGCG;SGCA;HLA-DMB,16
Glutathione metabolism,0.20795109133623607,25/36,ODC1;GSS;GPX4;GSTA2;GSTA3;G6PD;GSR;GSTA4;CHAC1;GPX2;GSTM2;GPX5;GSTK1;RRM1;GPX6;GCLM;RRM2B;SRM;GPX3;GSTO2;CHAC2;PRDX6;GGCT;TXNDC12;GSTA5,0.7829846262796243,11/36,NAT8;PRDX6;GGCT;SRM;GPX2;GSTA2;GSTA3;GSTM2;GSTK1;PGD;GSR,36
Prion disease,0.20840569924382596,76/116,CREB3L1;TUBA3C;NDUFB5;NDUFS8;TUBB2A;SLC25A31;PSMD8;NDUFB8;CYC1;COX5B;PSMA4;CREB3;NDUFA7;UQCRQ;PSMD4;PSMB3;C9;NCF4;ITPR3;PSMC3;UQCRC2;NDUFA13;NDUFS6;PSMD11;TUBB8;DDIT3;KIF5B;PSMA5;NDUFB3;COX8A;COX7C;TUBA1A;PSMD14;BAD;TUBA8;HSPA1L;PPIF;NDUFB11;RYR2;NCAM2;NDUFA4L2;NDUFS3;PPP3CC;UQCRC1;COX6B1;NOTCH1;CACNA1F;NDUFA8;PSMB4;NDUFC1;KIF5A;MAPK11;COX6C;NDUFA3;CREB3L4;NDUFB1;GRIN3A;CYBA;COX7A2;PSMD2;HSPA6;PSMD7;NDUFB10;PSMA2;CCL5;PSMC5;PSMD6;TUBAL3;RYR3;NDUFAB1;COX7A1;COX7B2;SDHB;EGR1;COX7B;NDUFA11,0.9557824514780506,33/116,MAPK12;TUBA3C;NDUFS8;NDUFB8;CYC1;COX5B;CREB3;PSMA4;NDUFA7;C5;ITPR3;PSMC2;COX4I2;PSMC3;NDUFA13;TUBB8;NDUFV2;NDUFB2;COX8A;RYR2;NCAM2;NDUFS3;NDUFA8;PSMB4;NDUFC1;HSPA6;PSMD2;PSMD7;NDUFB10;PSMC5;CCL5;NDUFAB1;COX7A1,116
Epstein-Barr virus infection,0.2139511403361787,55/83,MAP2K4;HLA-DRB1;BTK;IFNA10;TAP1;IRF3;PSMD8;TRAF2;CCNE2;ICAM1;HDAC1;PSMD4;BLNK;PLCG2;CALR;GADD45G;SIN3A;NFKBIE;SNW1;TAP2;E2F3;PSMC3;PSMD11;HLA-DOB;ENTPD1;RELB;PSMD14;B2M;AKT3;CD58;NFKBIA;IRF9;RIPK1;CCNA2;IKBKE;STAT2;CCNE1;HLA-DMB;MAPK11;HLA-DRB4;SAP30;PSMD2;PSMD7;GADD45A;MAP3K14;PSMC5;SYK;IFNA8;PSMD6;MAP2K6;E2F1;HLA-DRB3;TLR2;DDB2;CD3G,0.5800296130841682,29/83,MAPK12;IRF3;TRAF2;ICAM1;HDAC1;PLCG2;NFKBIE;PSMC2;TAP2;NFKBIB;E2F3;PSMC3;IFNA21;BAK1;AKT3;RIPK1;CCNA2;CCNE1;HLA-DMB;SAP30;PSMD2;PSMD7;GADD45A;PSMC5;SYK;EIF2AK2;MAP2K6;IFNA5;SNW1,83
Herpes simplex virus 1 infection,0.2265806826469075,136/212,ZNF420;IFNA10;SRPK1;TAP1;IRF3;ZNF792;TSC1;ZNF669;ZNF746;EIF2B1;ZNF519;ZNF624;IFIH1;TNFRSF14;TLR3;ZNF565;ZNF623;ZNF773;AKT3;IL12A;ZNF33B;IRF9;ZNF568;ZNF57;ZNF540;EIF2B2;STAT2;ZNF607;HLA-DRB4;ZNF416;ZNF17;SYK;HLA-DRB3;ZNF559;PML;HCFC1;IFNGR1;ZNF382;BIRC2;EIF2B5;ZNF480;ZNF442;ZNF426;ZNF226;ZNF461;ZNF41;ZNF584;ZNF684;ZNF530;ZNF333;ZNF354A;ZNF595;HLA-DOB;ZNF350;TNFRSF1A;BAD;ZNF560;TLR9;ZNF225;NFKBIA;IKBKE;PILRB;ZNF43;NXF3;ZNF317;ZNF157;HCFC2;ZNF558;RNASEL;IFNA8;ZNF674;ZNF556;ZNF567;ZNF689;TLR2;CALR;ZNF768;ZNF34;ZFP14;ZNF214;TRAF2;ZNF354C;ZNF383;NXF5;ZIK1;EIF4EBP1;ZNF780B;ZNF415;TAP2;ZNF227;ZNF566;CCL2;ZNF569;ZNF610;ZNF620;ZNF418;ZNF573;ZNF627;B2M;ZNF570;ZNF785;ZNF182;CFP;JAK2;HLA-DMB;ZNF74;ZNF718;ZNF667;IFNGR2;CCL5;ZNF582;ZNF670;TNFSF14;HLA-DRB1;ZNF705D;ZNF766;ZNF91;ZNF221;ZNF793;ZNF84;ZNF543;ZNF14;ZNF124;ZNF547;ZNF256;ZNF721;ZNF528;ZNF132;ZNF790;ZNF230;ZNF7;ZNF181;DAXX;ZFP82;ZNF114;ZNF443,0.11339150623018443,84/212,ZNF420;SRPK1;IRF3;ZNF792;TSC1;ZNF669;ZNF624;ZNF519;TNFRSF14;IFNA21;BAK1;AKT3;ZNF676;ZNF33B;EIF2B2;ZNF709;ZNF607;ZNF416;ZNF17;SYK;EIF2AK2;PML;ZNF382;BIRC2;ZNF426;ZNF41;ZNF180;ZNF354A;ZNF595;ZNF350;ZNF43;ZNF208;ZNF157;HCFC2;RNASEL;ZNF556;ZNF674;ZNF567;ZNF286A;ZNF234;ZNF441;ZNF34;TRAF2;NXF5;EIF4EBP1;ZNF701;C5;ZNF415;TAP2;ZNF227;ZNF566;ZNF569;ZNF620;ZNF573;ZNF570;CFP;JAK2;HLA-DMB;ZNF224;ZNF74;ZNF718;ZNF667;IFNGR2;CCL5;TNFSF14;EIF2AK4;ZNF766;ZNF793;ZNF398;ZNF543;ZNF14;IL12B;ZNF547;ZNF256;ZNF30;ZNF155;ZNF721;ZNF132;ZNF230;ZNF7;DAXX;ZFP82;ZNF443;IFNA5,212
Human T-cell leukemia virus 1 infection,0.22714706063325005,51/77,MAP2K4;ANAPC10;CREB3L1;HLA-DRB1;ANAPC2;IL2RB;SLC25A31;CCNE2;CREB3;ICAM1;TRRAP;CALR;ADCY4;CDC23;PTTG2;MAP2K2;E2F3;CCNB2;HLA-DOB;RELB;DLG1;BUB1B;TNFRSF1A;B2M;EGR2;AKT3;PTTG1;NFKBIA;PPP3CC;NFATC4;CCNA2;FOS;CDC26;ZFP36;CCNE1;HLA-DMB;CDC16;CREB3L4;IL2RG;HLA-DRB4;GPS2;ANAPC11;CDC20;MAP3K14;ATR;CHEK1;E2F1;HLA-DRB3;MAP2K1;EGR1;CD3G,0.5710891199494181,27/77,ANAPC10;CDKN2C;IL2RB;CREB3;POLB;ICAM1;ADCY4;TGFB1;CDC23;PTTG2;E2F3;BUB1B;AKT3;TBP;PTTG1;CCNA2;CD4;FOS;ZFP36;CCNE1;ANAPC4;HLA-DMB;TNFRSF13C;ANAPC11;CDC20;ATR;CHEK1,77
Basal transcription factors,0.23297027304252596,17/24,CDK7;TAF1L;GTF2E1;GTF2E2;TAF7;CCNH;TAF6L;GTF2H4;TAF5L;GTF2F1;TAF12;TAF10;GTF2A2;GTF2B;TAF4;GTF2H5;GTF2H1,0.6598082501146421,8/24,TBP;GTF2E2;CCNH;GTF2F1;TAF10;TAF11;TAF4;GTF2H4,24
Proteasome,0.23297027304252596,17/24,PSMD2;PSMD7;PSMC3;PSMD8;PSMD11;PSME4;PSMD14;PSMB10;PSMA2;PSMA5;PSMA4;PSMC5;PSMD6;PSMB4;PSMD4;PSMB3;PSMB8,0.6598082501146421,8/24,PSMC2;PSMD2;PSMD7;PSMC3;PSME4;PSMC5;PSMA4;PSMB4,24
cGMP-PKG signaling pathway,0.24152990521766426,47/71,CREB3L1;IRS1;INS;ATP1B2;CALML4;SLC25A31;ATP2A1;CREB3;NPPC;ADRA1A;PIK3CG;ADCY4;ATP1B3;ITPR3;PDE3B;MAP2K2;MYLK2;KCNMB4;PDE2A;BDKRB2;BAD;PPIF;TRPC6;AKT3;RGS2;PPP3CC;CALML6;NFATC4;ATP1A3;ADRA2C;GNAI1;CACNA1F;RAF1;ADRA1D;ADRB1;NPPA;CREB3L4;ADRA2B;NPPB;GNAI3;GATA4;ADRB3;MAP2K1;KCNMB3;ATP1A2;ADRB2;ATP1A1,0.20245959586261947,29/71,CALML4;INS;ATP1B2;CREB3;NPPC;PIK3CG;ATP1B4;MEF2B;ADCY4;ATP1B3;ITPR3;PDE3B;MYLK2;PDE3A;PDE2A;BDKRB2;GUCY1A2;AKT3;OPRD1;CALML6;ATP1A3;GNAI1;NPPA;ADRA2B;NPPB;GNAI3;GNAI2;ADRB2;ATP1A1,71
TNF signaling pathway,0.24192564301937416,33/49,MAP2K4;CCL20;CREB3L1;DNM1L;BIRC2;BCL3;TRAF2;MAP3K8;CREB3;MMP14;ICAM1;TNFRSF1B;RPS6KA4;CCL2;MMP9;EDN1;RIPK3;TNFRSF1A;NOD2;JAG1;MAP3K5;AKT3;NFKBIA;RIPK1;FOS;SELE;IRF1;MAPK11;CREB3L4;MAP3K14;CCL5;MAP2K6;MAP2K1,0.5973738480870661,17/49,MAPK12;BIRC2;MMP9;RIPK1;CCL5;TRAF2;FOS;CREB3;RIPK3;MMP14;MAP2K6;ICAM1;TNFRSF1B;MAP3K5;SELE;IRF1;AKT3,49
AMPK signaling pathway,0.24192564301937416,33/49,RAB11B;CREB3L1;PPP2R2A;LIPE;INS;IRS1;EEF2;TSC1;CREB3;ADRA1A;RPS6KB2;CAB39;EIF4EBP1;FASN;PRKAB1;PPP2R2B;LEPR;RAB2A;PPP2R5B;PPP2R3B;FBP1;AKT3;PPP2R5E;GYS1;CCNA2;CPT1C;LEP;FBP2;CREB3L4;PFKFB4;PFKM;PRKAG1;PRKAA1,0.259273974069609,20/49,RAB11B;EEF2;INS;TSC1;CREB3;EIF4EBP1;PRKAB1;PPP2R2B;GYS2;FBP1;AKT3;CCNA2;CPT1C;LEP;SIRT1;PFKFB4;PFKM;PRKAG1;G6PC3;PRKAA1,49
Thyroid hormone synthesis,0.24569119159425915,24/35,CREB3L1;ATP1B2;DUOX1;CREB3;SLC5A5;GSR;ADCY4;ATP1B3;ITPR3;GPX2;TG;GPX5;GPX6;ATP1A3;TPO;GPX3;TTF1;TTR;CREB3L4;PRKCG;PDIA4;DUOXA2;ATP1A2;ATP1A1,0.1373288974364746,16/35,ADCY4;ATP1B3;ITPR3;ATP1B2;GPX2;TG;TSHB;ATP1A3;ATP1A1;DUOX1;CREB3;TTF1;TTR;ATP1B4;SLC5A5;GSR,35
Glycosaminoglycan biosynthesis,0.24569119159425915,24/35,HS3ST2;CHST12;B3GAT3;NDST4;CHST6;NDST1;EXT1;NDST2;EXTL1;EXTL2;B3GALT6;B4GALT3;NDST3;HS3ST5;UST;B3GNT2;CHST11;B4GALT4;CHPF;B4GALT1;XYLT2;DSE;B4GALT7;CHST13,0.4800814298602182,13/35,B4GALT1;B4GALT3;NDST3;XYLT2;NDST1;CHST12;NDST2;B4GALT7;B3GAT3;CHSY1;EXTL1;GLCE;NDST4,35
Small cell lung cancer,0.24569119159425915,24/35,BIRC2;LAMC3;ZBTB17;TRAF2;CCNE2;COL4A2;GADD45G;E2F3;AKT3;NFKBIA;CKS2;LAMB4;LAMA3;COL4A4;LAMA2;LAMB2;RXRB;CCNE1;GADD45A;ITGA6;E2F1;COL4A5;LAMB1;DDB2,0.6197693757315851,12/35,LAMB1;BIRC2;E2F3;GADD45A;CKS2;LAMB4;TRAF2;COL4A4;CCNE1;LAMB2;BAK1;AKT3,35
Alzheimer disease,0.24595725249329337,103/160,NDUFB5;NDUFS8;INS;NDUFB8;ATP2A1;COX5B;PSMA4;UQCRQ;PSMB3;ITPR3;UQCRC2;NDUFS6;PSMC3;NDUFA13;DDIT3;PSMA5;NDUFB3;PSMD14;NCSTN;AKT3;BRAF;NDUFS3;ATF6;UQCRC1;CAPN1;NDUFB1;PSMD2;RTN4;GPR83;NDUFA11;TUBA3C;PSMD8;ULK2;NDUFA7;FZD8;PSMD4;FZD3;PSMD11;TNFRSF1A;TUBA1A;BAD;MAP3K5;PPP3CC;COX6B1;RB1CC1;NDUFC1;COX6C;NDUFA3;COX7A2;PSMD7;NDUFB10;PSMA2;PSMD6;GAPDH;RYR3;TUBAL3;LPL;WNT5B;IRS1;TUBB2A;SLC25A31;DKK1;TRAF2;CYC1;MAP2K2;TUBB8;KIF5B;COX8A;TUBA8;PIK3R4;NDUFA4L2;ARAF;CALML6;CACNA1F;RAF1;FZD9;NDUFA8;LRP5;PSMB4;NDUFAB1;MAP2K1;COX7B2;CAPN2;COX7B;IDE;CALML4;FRAT2;FRAT1;FZD10;PIK3C3;SNCA;WNT5A;APH1B;COX7C;PPIF;NDUFB11;PSENEN;KIF5A;FZD2;PSMC5;COX7A1;SDHB;CDK5R1,0.886275886893803,50/160,IDE;TUBA3C;NDUFS8;INS;CALML4;NDUFB8;TRAF2;COX5B;PSMA4;NDUFA7;CYC1;FZD8;SNCA;ITPR3;PSMC2;COX4I2;PSMC3;NDUFA13;TUBB8;NDUFV2;NDUFB2;APH1B;COX8A;PSENEN;MAP3K5;AKT3;WNT8B;WNT8A;WNT10B;NDUFS3;NOX1;ATF6;CALML6;CDK5;RB1CC1;NDUFA8;FZD9;PSMB4;NDUFC1;PSMD2;WNT9B;PSMD7;NDUFB10;PSMC5;WIPI1;EIF2AK2;NDUFAB1;COX7A1;GPR83;CDK5R1,160
