set,Real_P,Real_Overlap,Real_Genes,Syn_P,Syn_Overlap,Syn_Genes,Genes
Focal adhesion,0.5735305083666449,44/72,PARVB;BIRC2;PPP1R12C;LAMC3;COL6A2;ITGA4;MYL2;COL9A2;ITGA7;COL2A1;MYL7;COL4A2;PIP5K1B;SHC3;FLNB;MYLK2;ITGA11;ITGA8;ITGB5;BAD;PARVG;MYLPF;AKT3;BRAF;FLNC;LAMB4;COL6A3;RAF1;LAMA3;COL4A4;LAMA2;ITGB6;LAMB2;ITGB7;PAK6;PRKCG;COL9A3;DOCK1;ITGA6;TNR;MAP2K1;COL4A5;LAMB1;CAPN2,0.8943485424288555,21/72,EGF;PARVB;BIRC2;ITGA4;COL9A2;ITGA7;CHAD;ITGA10;SHC3;FLNB;MYLK2;THBS3;PARVG;AKT3;LAMB4;COL4A4;ITGB6;LAMB2;TNR;LAMB1;MYL7,72
Starch and sucrose metabolism,0.577453042827575,13/21,GBE1;GYS1;PGM2;GPI;UGP2;AGL;SI;ENPP3;ENPP1;AMY1C;PYGM;PGM1;GCK,0.3093205661981114,9/21,MGAM;GANC;GYS2;PGM2;AGL;ENPP3;ENPP1;AMY1C;G6PC3,21
Ether lipid metabolism,0.577453042827575,13/21,PLD2;GAL3ST1;PAFAH2;PAFAH1B3;GDPD3;PLA2G1B;PLA2G2A;GDPD1;PLA2G12A;PLA2G10;PLA2G7;PLA2G4A;UGT8,0.6595090535669866,7/21,PLA2G4A;PLA2G6;PAFAH1B3;PLA2G2A;PLA2G7;CEPT1;UGT8,21
Chemical carcinogenesis,0.5787186491785465,61/100,EPHX1;CREB3L1;CHRNA4;SULT1A1;CYP3A4;GSTA2;GSTA3;KPNA5;CREB3;CYP2A6;UGT2A3;KPNA2;RPS6KB2;SULT1A4;EIF4EBP1;CYP3A7;ADCY4;CHRNB4;GSTA4;CBR1;CYP1A1;MAP2K2;FGF17;FGF22;GSTM2;GSTK1;BAD;JAG1;CHRNA3;UGT1A8;AKT3;CHRNA9;CYP3A5;GNAI1;IKBKE;CACNA1F;JAK2;RAF1;EPHX2;FOS;ADRB1;FGF6;RXRB;GSTO2;KLF4;CREB3L4;NOTCH2;PRKCG;RPS6KA2;FGF10;AHR;RPS6KA6;CYP1B1;CDC6;GNAI3;ADRB3;E2F1;MAP2K1;FGF3;ADRB2;GSTA5,0.8955780405295674,30/100,EGF;EPHX1;CYP2A7;GSTA2;PGR;GSTA3;CREB3;SULT1A4;EIF4EBP1;UGT2B7;ADCY4;CYP2C9;CBR1;CYP1A1;FGF17;GSTM2;GSTK1;CHRNA3;AKT3;GNAI1;JAK2;FOS;FGF8;KLF4;NOTCH2;FGF10;DLL4;GNAI3;GNAI2;ADRB2,100
Chronic myeloid leukemia,0.5809487398747049,16/26,BRAF;NFKBIA;MAP2K2;SHC3;E2F3;ARAF;CTBP2;GADD45A;AKT3;MAP2K1;RAF1;E2F1;HDAC1;BAD;DDB2;GADD45G,0.7559176541056895,8/26,TGFB1;CTBP2;SHC3;E2F3;GADD45A;HDAC1;BAK1;AKT3,26
Glycosphingolipid biosynthesis,0.5845103291443143,19/31,ST6GALNAC4;FUT9;FUT5;SLC33A1;B3GALNT1;B3GNT5;GBGT1;B4GALT3;B3GNT2;B3GALT1;B4GALT4;ST6GALNAC3;ST8SIA1;B4GALT1;GCNT2;ST6GALNAC6;ST6GALNAC5;GLA;FUT3,0.4171592584571393,12/31,B4GALT1;B4GALT3;SLC33A1;GCNT2;ST6GALNAC6;B3GALNT1;ST6GALNAC5;FUT7;NAGA;B3GNT5;GLA;ST6GALNAC3,31
Glycerolipid metabolism,0.5845103291443143,19/31,DGKH;DGKB;AGPAT1;ALDH9A1;LIPF;DGKI;ALDH7A1;MGLL;MOGAT1;PNPLA3;MBOAT1;LPIN1;GK;DGKQ;DGAT1;LPIN3;MOGAT2;LPL;GLA,0.28113254074401134,13/31,DGKI;ALDH7A1;MBOAT1;DGAT1;DGKB;MGLL;LPIN3;PNLIPRP1;GLYCTK;GK;DGKQ;PNLIP;GLA,31
Longevity regulating pathway,0.5880428676700606,22/36,CREB3L1;CRYAB;IRS1;INS;TSC1;CREB3;HDAC1;RPS6KB2;EIF4EBP1;SESN3;ADCY4;PRKAB1;HSPA1L;AKT3;CLPB;RB1CC1;EIF4E2;CREB3L4;HSPA6;PRKAG1;PRKAA1;CAMK4,0.16918912777686895,16/36,ADCY4;PRKAB1;HSPA6;CRYAB;INS;PRKAG1;SIRT1;RB1CC1;TSC1;CREB3;EIF4E2;HDAC1;EIF4EBP1;CAMK4;PRKAA1;AKT3,36
Pancreatic cancer,0.6117027160012962,14/23,BRAF;PLD2;ARAF;E2F3;GADD45A;AKT3;MAP2K1;BRCA2;RAF1;E2F1;RPS6KB2;BAD;DDB2;GADD45G,0.8785289621934916,6/23,EGF;TGFB1;E2F3;GADD45A;BAK1;AKT3,23
Melanoma,0.6121702803325573,17/28,BRAF;ARAF;MAP2K2;FGF10;E2F3;FGF17;GADD45A;FGF22;AKT3;MAP2K1;RAF1;E2F1;FGF6;FGF3;BAD;DDB2;GADD45G,0.8309930118015887,8/28,EGF;FGF10;E2F3;FGF17;GADD45A;FGF8;BAK1;AKT3,28
Amphetamine addiction,0.6121702803325573,17/28,GRIN3A;CREB3L1;PRKCG;CALML4;CREB3L4;PPP3CC;CALML6;ARC;GRIA1;FOS;CREB3;CAMK2D;SLC6A3;HDAC1;SLC18A1;SLC18A2;CAMK4,0.40330776591046563,11/28,CALML4;ARC;CALML6;MAOA;FOS;CREB3;SLC6A3;HDAC1;SIRT1;SLC18A2;CAMK4,28
Th1 and Th2 cell differentiation,0.6149847267189181,23/38,HLA-DRB1;IFNGR1;IL2RB;STAT6;NFKBIE;HLA-DOB;JAG1;IL12A;NFKBIA;PPP3CC;NOTCH1;JAK2;FOS;HLA-DMB;MAPK11;IL2RG;HLA-DRB4;NOTCH2;NOTCH3;IFNGR2;HLA-DRB3;JAG2;CD3G,0.35812860677036523,15/38,NFKBIE;MAPK12;NOTCH2;NFKBIB;IL2RB;MAML3;DLL4;IFNGR2;CD4;JAK2;FOS;JAG2;IL13;HLA-DMB;IL12B,38
Phosphatidylinositol signaling system,0.6149847267189181,23/38,DGKH;CALML4;DGKB;PIK3C2A;PIP5K1B;PIK3C3;PLCG2;PI4K2B;DGKI;PIK3C2B;ITPR3;IPMK;IMPA2;INPPL1;MTMR3;CALML6;DGKQ;SACM1L;INPP4A;PLCD4;PRKCG;ITPKB;MTMR7,0.48946044813695494,14/38,PI4K2B;DGKI;PIK3C2B;ITPR3;INPP4A;CALML4;DGKB;MTMR3;CALML6;IPPK;DGKQ;ITPKB;INPPL1;PLCG2,38
Insulin signaling pathway,0.6210193162497097,32/53,IRS1;LIPE;CALML4;INS;TSC1;RPS6KB2;PHKA2;EIF4EBP1;FASN;PRKAB1;PDE3B;SHC3;MAP2K2;PHKG1;INPPL1;BAD;PYGM;GCK;FBP1;AKT3;BRAF;ARAF;GYS1;CALML6;PRKAG1;PPP1R3C;RAF1;EIF4E2;PRKAR2B;FBP2;MAP2K1;PRKAA1,0.142918158972794,23/53,CALML4;INS;TSC1;EIF4EBP1;PRKAB1;PPP1R3A;PDE3B;SHC3;GYS2;INPPL1;FBP1;AKT3;CALML6;PPP1R3C;TRIP10;EIF4E2;PRKAR2B;SH2B2;PRKAG1;SORBS1;G6PC3;PPP1R3B;PRKAA1,53
Osteoclast differentiation,0.6210193162497097,32/53,IFNGR1;BTK;LILRB1;SQSTM1;TRAF2;TYROBP;BLNK;PLCG2;NCF4;FHL2;LCP2;RELB;TNFRSF1A;CTSK;AKT3;NFKBIA;IRF9;PPP3CC;FOS;STAT2;MAPK11;CYBA;SIRPG;FCGR2A;MAP3K14;IFNGR2;SYK;CSF1R;MAP2K6;MAP2K1;LILRA5;CAMK4,0.9389450884296676,14/53,TGFB1;MAPK12;NOX1;SIRPG;LILRA4;IFNGR2;SYK;TRAF2;FOS;MAP2K6;CAMK4;FCGR2B;PLCG2;AKT3,53
Proteoglycans in cancer,0.6276516915460151,41/68,WNT5B;PPP1R12C;RDX;RPS6KB2;FZD10;HOXD10;FZD8;SMO;PLCG2;FZD3;IQGAP1;WNT5A;ITPR3;NANOG;MAP2K2;MMP9;FLNB;SLC9A1;SDC2;TIMP3;RRAS2;ITGB5;AKT3;BRAF;FLNC;ARAF;RAF1;FZD9;HPSE;PLAU;HSPB2;MAPK11;TWIST2;PRKCG;FZD2;GPC1;CAMK2D;TLR2;MAP2K1;HCLS1;TFAP4,0.9562351116090738,18/68,WNT8A;TGFB1;MAPK12;IQGAP1;ITPR3;WNT10B;MMP9;WNT9B;FLNB;AKT3;FZD9;HOXD10;FZD8;SMO;HCLS1;PLCG2;IL12B;WNT8B,68
Retrograde endocannabinoid signaling,0.6298834377584037,44/73,NDUFB5;NDUFS8;RIMS1;GABRR1;KCNJ3;NDUFB8;ABHD6;DAGLA;GABRA3;GNG12;NDUFA7;GABRP;ADCY4;ITPR3;SLC17A7;MGLL;NDUFS6;NDUFA13;FAAH;NDUFB3;GABRA6;NDUFB11;DAGLB;NDUFA4L2;NDUFS3;GNG8;GRIA1;GNAI1;CACNA1F;GABRG3;NDUFA8;GNG5;NDUFC1;KCNJ6;MAPK11;NDUFA3;NDUFB1;PRKCG;GABRA5;GNG3;NDUFB10;GNAI3;NDUFAB1;NDUFA11,0.7176232814499581,24/73,MAPK12;NDUFS8;GABRR1;NDUFB8;GABRA3;NDUFA7;ADCY4;GNB2;ITPR3;MGLL;NDUFA13;NDUFV2;FAAH;NDUFB2;NDUFS3;KCNJ9;GNAI1;NDUFA8;NDUFC1;GNG13;NDUFB10;GNAI3;NDUFAB1;GNAI2,73
Phospholipase D signaling pathway,0.6406459385035759,27/45,DGKH;DGKB;INS;DNM3;TSC1;AGPAT1;PIP5K1B;PIK3CG;FCER1A;PLCG2;ADCY4;DGKI;SHC3;MAP2K2;RRAS2;PLA2G4A;AKT3;GRM4;SPHK2;RAF1;DGKQ;GRM6;AVP;AGT;PLD2;SYK;MAP2K1,0.5501843686727845,16/45,EGF;ADCY4;DGKI;AGT;DGKB;INS;SHC3;GRM4;DGKQ;DNM3;SYK;TSC1;PIK3CG;PLA2G4A;PLCG2;AKT3,45
"Growth hormone synthesis, secretion and action",0.6406459385035759,27/45,MAP2K4;CREB3L1;IGFALS;IRS1;CREB3;GHRHR;PLCG2;ADCY4;ITPR3;SHC3;MAP2K2;GHRL;AKT3;GHSR;GNAI1;CACNA1F;RAF1;JAK2;GHRH;FOS;MAPK11;CREB3L4;CSH2;PRKCG;GNAI3;MAP2K6;MAP2K1,0.670319378790256,15/45,ADCY4;MAPK12;ITPR3;SHC3;GNAI1;GHRL;JAK2;CREB3;FOS;GNAI3;MAP2K6;GNAI2;GHRHR;PLCG2;AKT3,45
Yersinia infection,0.6415298852945962,30/50,MAP2K4;LIMK1;NLRP3;IRF3;ITGA4;TRAF2;PIP5K1B;NLRC4;ARPC5L;IL18;MAP2K2;PYCARD;CCL2;ARPC3;LCP2;ARPC2;WAS;AKT3;NFKBIA;FOS;MAPK11;ARPC1B;RPS6KA2;RPS6KA6;DOCK1;CD8A;ARPC5;MAP2K6;MAP2K1;FCGR2A,0.8301023418027764,15/50,MAPK12;IL18;NLRP3;ARPC3;IRF3;CD8A;ITGA4;CD4;ARPC5;TRAF2;FOS;MAP2K6;NLRC4;ARPC5L;AKT3,50
Acute myeloid leukemia,0.642524001869578,15/25,BRAF;TCF7L1;BAD;RUNX1T1;ITGAM;MAP2K2;ARAF;CCNA2;MAP2K1;RAF1;CSF1R;RPS6KB2;EIF4EBP1;PML;AKT3,0.9712146173176528,5/25,RUNX1T1;CCNA2;EIF4EBP1;PML;AKT3,25
Long-term potentiation,0.642524001869578,15/25,BRAF;RPS6KA2;PRKCG;ITPR3;CALML4;MAP2K2;ARAF;PPP3CC;CALML6;GRIA1;RPS6KA6;RAF1;CAMK2D;MAP2K1;CAMK4,0.9914694749641546,4/25,CALML6;ITPR3;CALML4;CAMK4,25
Primary immunodeficiency,0.6462462015156802,12/20,IL7R;TNFRSF13B;BTK;IL2RG;TAP2;RAG2;TAP1;CD40LG;CD8A;AICDA;BLNK;ICOS,0.5999867179977203,7/20,RFXAP;TAP2;CD40LG;CD8A;CD4;TNFRSF13C;ICOS,20
Asthma,0.6535030616595017,9/15,HLA-DRB1;PRG2;HLA-DRB4;IL9;CD40LG;HLA-DOB;HLA-DRB3;FCER1A;HLA-DMB,0.9425577814680393,3/15,IL13;HLA-DMB;CD40LG,15
GnRH signaling pathway,0.6668481002623354,19/32,MAP2K4;GNRH1;CALML4;MMP14;ADCY4;ITPR3;MAP2K2;PLA2G4A;CALML6;GNRH2;CACNA1F;RAF1;MAPK11;PLD2;FSHB;MAP2K6;CAMK2D;MAP2K1;EGR1,0.7491083134747147,10/32,ADCY4;MAPK12;ITPR3;GNRH1;CALML4;CALML6;GNRH2;MAP2K6;MMP14;PLA2G4A,32
cAMP signaling pathway,0.6710672516005913,58/97,CREB3L1;ADCYAP1;LIPE;CALML4;ATP1B2;GIP;ATP2A1;HTR6;CREB3;HTR1B;GLI1;FXYD1;ADCY4;ATP1B3;GABBR2;PDE3B;MAP2K2;EDN1;MC2R;SLC9A1;RRAS2;BAD;HTR1A;GHRL;EDN2;RYR2;AKT3;BRAF;ACOX3;NFKBIA;PTGER2;GPR119;CALML6;GHSR;ATP1A3;ADCYAP1R1;GNAI1;GRIA1;CACNA1F;CNGB3;RAF1;GLI3;FOS;ADRB1;NPPA;AMH;CREB3L4;TNNI3;GRIN3A;PLD2;FSHB;GNAI3;CAMK2D;MAP2K1;ATP1A2;ADRB2;ATP1A1;CAMK4,0.4024604194702346,36/97,ADCYAP1;CALML4;ATP1B2;HTR6;CREB3;HTR1F;HTR1B;ATP1B4;ADCY4;ATP1B3;PDE3B;PDE4B;TSHB;PDE3A;GHRL;RYR2;AKT3;ACOX3;PTGER2;GPR119;CALML6;ATP1A3;GNAI1;GLI3;FOS;NPPA;AMH;TNNI3;FFAR2;GCG;GNAI3;HHIP;GNAI2;ADRB2;ATP1A1;CAMK4,97
Prolactin signaling pathway,0.6760680276231581,13/22,MAPK11;MAP2K2;SHC3;INS;CYP17A1;RAF1;FOS;JAK2;CSN2;MAP2K1;GCK;IRF1;AKT3,0.5442516708342076,8/22,MAPK12;SHC3;INS;CYP17A1;JAK2;FOS;IRF1;AKT3,22
Spinocerebellar ataxia,0.6824807833495964,35/59,SLC25A31;PSMD8;ATP2A1;ULK2;TRAF2;PSMA4;PIK3C3;PSMD4;GTF2B;PSMB3;CIC;ITPR3;MYOD1;PSMC3;PSMD11;PSMA5;PSMD14;ATXN2;PPIF;MAP3K5;AKT3;PIK3R4;KCNC3;GRIA1;RB1CC1;PSMB4;GRIN3A;PRKCG;PSMD2;PSMD7;PSMA2;PSMC5;PSMD6;SLC1A6;SPTBN2,0.6460178712876323,20/59,VLDLR;TRAF2;PSMA4;FGF14;CIC;ITPR3;PSMC2;PSMC3;MAP3K5;AKT3;TBP;KCNC3;RB1CC1;PSMB4;PSMD2;DAB1;PSMD7;PSMC5;WIPI1;SLC1A6,59
Axon guidance,0.68325343906175,47/79,WNT5B;SEMA4A;NCK1;LIMK1;RYK;SMO;PLCG2;SLIT1;EPHB6;FZD3;PLXNA3;FES;WNT5A;PARD3;SLIT2;SRGAP1;EFNB1;UNC5A;TRPC6;TRPC5;PPP3CC;EPHB3;NFATC4;NTNG2;EPHB4;GNAI1;LRRC4C;RAF1;EPHA2;SEMA6B;SEMA3C;NTN4;UNC5D;SLIT3;PAK6;SEMA3G;SEMA6C;BMPR1B;SEMA4D;GNAI3;RASA1;CAMK2D;SEMA4G;RHOD;LRRC4;EPHA1;ABLIM2,0.7203197932979084,26/79,EPHA7;RYK;SMO;PLCG2;SLIT1;PLXNA3;EFNA4;PARD3;SRGAP1;LRIG2;EFNB1;UNC5A;EPHB3;EPHB4;CDK5;GNAI1;NGEF;SEMA3C;BMPR1B;SEMA4D;RND1;GNAI3;LRRC4;GNAI2;UNC5D;ABLIM2,79
Salivary secretion,0.6838646068491812,29/49,LPO;TRPV6;CALML4;ATP1B2;PRB1;HTN1;ADRA1A;BST1;ADCY4;ATP1B3;ITPR3;PRB2;SLC9A1;MUC7;CAMP;AMY1C;CALML6;ATP1A3;ADRA1D;ADRB1;PRKCG;CST1;SLC4A2;RYR3;ADRB3;LYZ;ATP1A2;ADRB2;ATP1A1,0.478774049918702,18/49,BST1;ADCY4;ATP1B3;ITPR3;TRPV6;CALML4;ATP1B2;CALML6;ATP1A3;KCNN4;MUC7;CAMP;AMY1C;LYZ;ADRB2;ATP1B4;ATP1A1;GUCY1A2,49
Various types of N-glycan biosynthesis,0.6855334823201606,10/17,TUSC3;B4GALT3;B4GALT1;CHST9;RPN2;ALG12;MGAT2;MGAT4C;MGAT4A;ALG2,0.22439728000051998,8/17,TUSC3;B4GALT3;B4GALT1;CHST9;ALG12;MGAT2;DDOST;MGAT4A,17
Aldosterone-regulated sodium reabsorption,0.6855334823201606,10/17,ATP1B3;PRKCG;IRS1;INS;ATP1B2;ATP1A3;SGK1;HSD11B2;ATP1A2;ATP1A1,0.39636932252238827,7/17,ATP1B3;INS;ATP1B2;ATP1A3;SGK1;ATP1B4;ATP1A1,17
PD-L1 expression and PD-1 checkpoint pathway in cancer,0.6908196993173639,20/34,IFNGR1;TICAM2;RPS6KB2;NFKBIE;BATF2;MAP2K2;AKT3;TLR9;NFKBIA;PPP3CC;ALK;RAF1;JAK2;FOS;MAPK11;IFNGR2;MAP2K6;TLR2;MAP2K1;CD3G,0.5718763657185453,12/34,EGF;NFKBIE;MAPK12;NFKBIB;IFNGR2;CD4;ALK;JAK2;FOS;MAP2K6;CD274;AKT3,34
N-Glycan biosynthesis,0.7026557262596564,14/24,TUSC3;DPAGT1;B4GALT3;DPM1;RPN2;ALG12;MGAT2;B4GALT1;ST6GAL2;MGAT4C;MGAT4A;MGAT5;DOLK;ALG2,0.10220576665775775,12/24,TUSC3;B4GALT3;B4GALT1;DPM1;ALG12;MGAT2;ALG5;ST6GAL2;DDOST;MGAT3;DPM2;MGAT4A,24
Leukocyte transendothelial migration,0.7087014889866821,24/41,CLDN23;ITGA4;RHOH;MYL2;CTNND1;ICAM1;PLCG2;NCF4;ITGAM;MMP9;MYLPF;SIPA1;CLDN2;GNAI1;CLDN15;MAPK11;PRKCG;CYBA;CLDN10;CLDN7;GNAI3;THY1;RASSF5;MYL7,0.626872302606765,14/41,MAPK12;MMP9;ITGA4;GNAI1;CLDN6;GNAI3;THY1;CTNND1;GNAI2;ICAM1;RASSF5;CLDN15;MYL7;PLCG2,41
Porphyrin and chlorophyll metabolism,0.7134274129739884,11/19,ALAD;BLVRB;FECH;UROS;BLVRA;CP;CPOX;UGT2A3;UROD;FXN;UGT1A8,0.3497367718204471,8/19,ALAD;BLVRA;CP;COX10;CPOX;UROD;FXN;UGT2B7,19
African trypanosomiasis,0.7134274129739884,11/19,IL12A;TLR9;PRKCG;IL18;HPR;THOP1;HBA1;NPPA;ICAM1;APOA1;SELE,0.8594627288928258,5/19,IL18;NPPA;ICAM1;SELE;IL12B,19
Kaposi sarcoma-associated herpesvirus infection,0.715344049256035,46/78,MAP2K4;IFNGR1;IFNA10;CALML4;IRF3;GNG12;PREX1;TRAF2;MICA;ICAM1;PIK3CG;PIK3C3;PLCG2;CLEC2B;TLR3;CCR4;ITPR3;MAP2K2;E2F3;TNFRSF1A;CD200R1;AKT3;GABARAP;TCF7L1;NFKBIA;IRF9;GNG8;PPP3CC;NFATC4;CALML6;IKBKE;JAK2;RAF1;FOS;GNG5;UBA52;STAT2;HCK;ZFP36;MAPK11;GNG3;SYK;IFNA8;MAP2K6;E2F1;MAP2K1,0.8379832440238586,24/78,MAPK12;CALML4;IRF3;TRAF2;MICA;ICAM1;PIK3CG;PLCG2;GNB2;ITPR3;E2F3;IFNA21;BAK1;AKT3;GABARAP;CALML6;JAK2;FOS;ZFP36;GNG13;SYK;EIF2AK2;MAP2K6;IFNA5,78
Cushing syndrome,0.7168273552383804,40/68,KCNA4;CREB3L1;WNT5B;CACNA1G;CCNE2;CREB3;FZD10;FZD8;MRAP;FZD3;ADCY4;WNT5A;ITPR3;MAP2K2;E2F3;MC2R;HSD3B2;CYP17A1;WDR5B;CRHR2;BRAF;TCF7L1;ASH2L;FH;GNAI1;CACNA1F;FZD9;KCNK2;CCNE1;CREB3L4;AGT;AHR;USP8;FZD2;CYP21A2;GNAI3;E2F1;CAMK2D;MAP2K1;CYP11A1,0.743931111717518,22/68,CDKN2C;CACNA1G;CREB3;FZD8;MRAP;ADCY4;ITPR3;E2F3;PDE8A;HSD3B2;CYP17A1;WNT8B;WNT8A;WNT10B;GNAI1;FZD9;CCNE1;AGT;WNT9B;USP8;GNAI3;GNAI2,68
Mineral absorption,0.7264902682262226,15/26,STEAP2;ATP1B3;ATP7B;TRPV6;ATP1B2;S100G;SLC39A4;ATP1A3;SLC30A1;CLCN2;SLC5A1;ATP1A2;MT1A;ATP1A1;SLC9A3,0.7559176541056895,8/26,STEAP2;ATP1B3;SLC34A1;TRPV6;ATP1B2;ATP1A3;ATP1B4;ATP1A1,26
Circadian entrainment,0.7283018668966221,25/43,ADCYAP1;CALML4;KCNJ3;GNG12;CACNA1G;PER1;ADCY4;ITPR3;RYR2;GNG8;CALML6;GRIA1;ADCYAP1R1;GNAI1;FOS;GNG5;KCNJ6;PRKCG;GNG3;MTNR1A;MTNR1B;NOS1AP;GNAI3;CAMK2D;RYR3,0.33950644221376597,17/43,ADCY4;GNB2;ITPR3;ADCYAP1;CALML4;GNG13;CALML6;KCNJ9;MTNR1B;NOS1AP;GNAI1;CACNA1G;FOS;GNAI3;GNAI2;RYR2;GUCY1A2,43
HIF-1 signaling pathway,0.7283018668966221,25/43,IFNGR1;INS;RPS6KB2;EIF4EBP1;PLCG2;MAP2K2;EDN1;TEK;PDHA1;LDHAL6A;AKT3;EIF4E2;NPPA;PRKCG;TIMP1;ALDOC;PFKM;IFNGR2;TFRC;GAPDH;RBX1;CAMK2D;CUL2;EGLN2;MAP2K1,0.5879724629802306,15/43,EGF;TIMP1;INS;PDHA1;ALDOC;PFKM;IFNGR2;EIF4E2;RBX1;TEK;PDHA2;NPPA;EIF4EBP1;PLCG2;AKT3,43
Influenza A,0.7314400081271255,44/75,HLA-DRB1;IFNGR1;RAB11B;IFNA10;NLRP3;SLC25A31;IRF3;KPNA5;TPSD1;IL33;NXF5;ICAM1;KPNA2;IFIH1;TLR3;NXT1;IL18;MAP2K2;PYCARD;CCL2;HLA-DOB;TNFRSF1A;AKT3;IL12A;NFKBIA;IRF9;NXT2;RAE1;IKBKE;RAF1;JAK2;NXF3;STAT2;HLA-DMB;HLA-DRB4;DNAJB1;RNASEL;IFNGR2;IFNA8;CCL5;NUP98;HLA-DRB3;MAP2K1;PML,0.8389858776013739,23/75,RAB11B;NLRP3;IRF3;TPSD1;NXF5;ICAM1;IL18;NFKBIB;TPSB2;IFNA21;BAK1;IL12B;AKT3;JAK2;HLA-DMB;DNAJB1;RNASEL;IFNGR2;CCL5;NUP98;EIF2AK2;PML;IFNA5,75
